index,tensor
396,"[3.0, 2.5, 1680.0, 4584.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1680.0, 0.0, 47.4794006348, -122.1819992065, 2160.0, 4621.0, 11.0, 0.0, 0.0]"
397,"[4.0, 2.5, 1980.0, 5909.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1980.0, 0.0, 47.3913002014, -122.1849975586, 2550.0, 5487.0, 11.0, 0.0, 0.0]"
398,"[4.0, 2.75, 3010.0, 7215.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3010.0, 0.0, 47.6952018738, -122.1780014038, 3010.0, 7215.0, 0.0, 0.0, 0.0]"
399,"[3.0, 1.75, 1660.0, 10440.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1040.0, 620.0, 47.4448013306, -121.7699966431, 1240.0, 10380.0, 36.0, 0.0, 0.0]"
400,"[2.0, 1.0, 900.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 900.0, 0.0, 47.6883010864, -122.3949966431, 1280.0, 5000.0, 70.0, 0.0, 0.0]"
401,"[3.0, 1.75, 2190.0, 6450.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1480.0, 710.0, 47.5284004211, -122.3909988403, 2190.0, 6450.0, 58.0, 0.0, 0.0]"
402,"[3.0, 1.75, 1630.0, 15600.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1630.0, 0.0, 47.6800003052, -122.1650009155, 1830.0, 10850.0, 56.0, 0.0, 0.0]"
403,"[3.0, 2.5, 1350.0, 941.0, 3.0, 0.0, 0.0, 3.0, 9.0, 1350.0, 0.0, 47.626499176, -122.3639984131, 1640.0, 1369.0, 8.0, 0.0, 0.0]"
404,"[1.0, 0.75, 770.0, 4600.0, 1.0, 0.0, 0.0, 4.0, 6.0, 770.0, 0.0, 47.5564994812, -122.3769989014, 1550.0, 4600.0, 104.0, 0.0, 0.0]"
405,"[2.0, 1.0, 630.0, 6000.0, 1.0, 0.0, 0.0, 3.0, 6.0, 630.0, 0.0, 47.4972991943, -122.2210006714, 1470.0, 6840.0, 71.0, 1.0, 62.0]"
406,"[2.0, 2.0, 1651.0, 18200.0, 1.0, 0.0, 0.0, 3.0, 6.0, 1651.0, 0.0, 47.4621009827, -122.4609985352, 1510.0, 89595.0, 68.0, 0.0, 0.0]"
407,"[2.0, 1.75, 1930.0, 5570.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1930.0, 0.0, 47.717300415, -122.033996582, 1810.0, 5178.0, 9.0, 0.0, 0.0]"
408,"[2.0, 2.5, 1900.0, 5065.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1900.0, 0.0, 47.7174987793, -122.033996582, 1350.0, 4664.0, 10.0, 0.0, 0.0]"
409,"[5.0, 2.0, 2050.0, 10200.0, 1.0, 0.0, 0.0, 3.0, 6.0, 1430.0, 620.0, 47.4136009216, -122.3330001831, 1940.0, 8625.0, 58.0, 0.0, 0.0]"
410,"[3.0, 2.0, 2320.0, 9420.0, 1.0, 0.0, 0.0, 5.0, 7.0, 2320.0, 0.0, 47.5133018494, -122.1959991455, 2030.0, 9420.0, 62.0, 0.0, 0.0]"
411,"[3.0, 1.0, 1280.0, 9000.0, 1.5, 0.0, 0.0, 4.0, 6.0, 1280.0, 0.0, 47.4915008545, -122.3379974365, 1430.0, 4500.0, 60.0, 0.0, 0.0]"
412,"[3.0, 2.0, 1720.0, 5525.0, 1.0, 0.0, 2.0, 5.0, 7.0, 960.0, 760.0, 47.5589981079, -122.297996521, 1760.0, 5525.0, 73.0, 0.0, 0.0]"
413,"[3.0, 2.5, 1740.0, 30886.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1740.0, 0.0, 47.4599990845, -121.7070007324, 1740.0, 39133.0, 22.0, 0.0, 0.0]"
414,"[3.0, 1.75, 2350.0, 20820.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1800.0, 550.0, 47.609500885, -122.0589981079, 2040.0, 10800.0, 36.0, 0.0, 0.0]"
415,"[3.0, 2.25, 1780.0, 9969.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1450.0, 330.0, 47.7285995483, -122.1679992676, 1950.0, 7974.0, 29.0, 0.0, 0.0]"
416,"[2.0, 1.0, 740.0, 6250.0, 1.0, 0.0, 0.0, 3.0, 6.0, 740.0, 0.0, 47.5060005188, -122.3349990845, 980.0, 6957.0, 72.0, 0.0, 0.0]"
417,"[5.0, 3.5, 2700.0, 11675.0, 1.5, 0.0, 2.0, 4.0, 6.0, 1950.0, 750.0, 47.7172012329, -122.3489990234, 2160.0, 8114.0, 66.0, 0.0, 0.0]"
418,"[4.0, 1.5, 1540.0, 7168.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1160.0, 380.0, 47.4550018311, -122.1979980469, 1540.0, 7176.0, 51.0, 0.0, 0.0]"
419,"[2.0, 1.0, 850.0, 2340.0, 1.0, 0.0, 0.0, 3.0, 7.0, 850.0, 0.0, 47.6707000732, -122.3280029297, 1300.0, 3000.0, 92.0, 0.0, 0.0]"
420,"[3.0, 2.5, 1880.0, 4499.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1880.0, 0.0, 47.5663986206, -121.9990005493, 2130.0, 5114.0, 22.0, 0.0, 0.0]"
421,"[3.0, 2.5, 1880.0, 4499.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1880.0, 0.0, 47.5663986206, -121.9990005493, 2130.0, 5114.0, 22.0, 0.0, 0.0]"
422,"[3.0, 1.5, 1580.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1290.0, 290.0, 47.6870002747, -122.3860015869, 1570.0, 4500.0, 75.0, 0.0, 0.0]"
423,"[4.0, 3.0, 3120.0, 157875.0, 2.0, 0.0, 0.0, 4.0, 8.0, 3120.0, 0.0, 47.4440002441, -122.18699646, 1580.0, 7050.0, 38.0, 0.0, 0.0]"
424,"[2.0, 1.0, 1410.0, 5101.0, 1.5, 0.0, 0.0, 3.0, 8.0, 1410.0, 0.0, 47.6871986389, -122.3330001831, 1410.0, 4224.0, 87.0, 0.0, 0.0]"
425,"[3.0, 2.5, 1740.0, 3690.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1740.0, 0.0, 47.5345001221, -121.8669967651, 2100.0, 4944.0, 14.0, 0.0, 0.0]"
426,"[3.0, 0.75, 1080.0, 5025.0, 1.0, 0.0, 0.0, 3.0, 5.0, 1080.0, 0.0, 47.493598938, -122.3349990845, 1370.0, 6000.0, 66.0, 0.0, 0.0]"
427,"[2.0, 1.0, 780.0, 6250.0, 1.0, 0.0, 0.0, 3.0, 6.0, 780.0, 0.0, 47.5098991394, -122.3300018311, 1280.0, 7100.0, 73.0, 0.0, 0.0]"
428,"[4.0, 2.75, 1700.0, 7495.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1200.0, 500.0, 47.7588996887, -122.3539962769, 1650.0, 7495.0, 51.0, 0.0, 0.0]"
429,"[4.0, 2.5, 2130.0, 9100.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1290.0, 840.0, 47.3815002441, -122.1689987183, 1770.0, 7700.0, 36.0, 0.0, 0.0]"
430,"[6.0, 2.75, 3500.0, 5150.0, 2.0, 0.0, 0.0, 5.0, 8.0, 2430.0, 1070.0, 47.6842002869, -122.3629989624, 1430.0, 3860.0, 105.0, 0.0, 0.0]"
431,"[3.0, 2.25, 1790.0, 11393.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1790.0, 0.0, 47.629699707, -122.0989990234, 2290.0, 11894.0, 36.0, 0.0, 0.0]"
432,"[4.0, 1.75, 1400.0, 7920.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1400.0, 0.0, 47.465801239, -122.1839981079, 1910.0, 7700.0, 52.0, 0.0, 0.0]"
433,"[4.0, 2.5, 2230.0, 4372.0, 2.0, 0.0, 0.0, 5.0, 8.0, 1540.0, 690.0, 47.6697998047, -122.3339996338, 2020.0, 4372.0, 79.0, 0.0, 0.0]"
434,"[2.0, 2.5, 1900.0, 5065.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1900.0, 0.0, 47.7174987793, -122.033996582, 1350.0, 4664.0, 10.0, 0.0, 0.0]"
435,"[5.0, 3.0, 3520.0, 36558.0, 2.0, 0.0, 0.0, 4.0, 8.0, 2100.0, 1420.0, 47.465801239, -122.0070037842, 3000.0, 36558.0, 29.0, 0.0, 0.0]"
436,"[6.0, 2.0, 1900.0, 8240.0, 1.0, 0.0, 0.0, 2.0, 7.0, 1200.0, 700.0, 47.7037010193, -122.2959976196, 1900.0, 8240.0, 51.0, 0.0, 0.0]"
437,"[3.0, 1.75, 2040.0, 12065.0, 1.0, 0.0, 0.0, 3.0, 8.0, 2040.0, 0.0, 47.3755989075, -122.0439987183, 2010.0, 11717.0, 27.0, 0.0, 0.0]"
438,"[4.0, 2.5, 1910.0, 5000.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1910.0, 0.0, 47.3608016968, -122.0360031128, 2020.0, 5000.0, 9.0, 0.0, 0.0]"
439,"[2.0, 1.0, 1210.0, 8400.0, 1.0, 0.0, 0.0, 3.0, 8.0, 780.0, 430.0, 47.6502990723, -122.3929977417, 1860.0, 6000.0, 14.0, 0.0, 0.0]"
440,"[4.0, 3.5, 4300.0, 70407.0, 2.0, 0.0, 0.0, 3.0, 10.0, 2710.0, 1590.0, 47.4472007751, -122.0920028687, 3520.0, 26727.0, 22.0, 0.0, 0.0]"
441,"[2.0, 2.75, 1465.0, 972.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1050.0, 415.0, 47.6209983826, -122.297996521, 1480.0, 1430.0, 8.0, 0.0, 0.0]"
442,"[4.0, 1.75, 2320.0, 9240.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1160.0, 1160.0, 47.4908981323, -122.2570037842, 2130.0, 7320.0, 55.0, 1.0, 55.0]"
443,"[2.0, 1.0, 670.0, 11505.0, 1.0, 0.0, 0.0, 3.0, 5.0, 670.0, 0.0, 47.4990005493, -122.1569976807, 2180.0, 11505.0, 12.0, 0.0, 0.0]"
444,"[4.0, 1.75, 1920.0, 7500.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1920.0, 0.0, 47.4221992493, -122.3180007935, 1490.0, 8000.0, 52.0, 0.0, 0.0]"
445,"[2.0, 1.0, 1080.0, 4000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1080.0, 0.0, 47.6902008057, -122.3870010376, 1530.0, 4240.0, 75.0, 0.0, 0.0]"
446,"[4.0, 3.5, 3420.0, 33106.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3420.0, 0.0, 47.3554000854, -121.986000061, 3420.0, 36590.0, 10.0, 0.0, 0.0]"
447,"[2.0, 1.5, 1440.0, 725.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1100.0, 340.0, 47.5606994629, -122.3779983521, 1440.0, 4255.0, 3.0, 0.0, 0.0]"
448,"[3.0, 1.0, 1260.0, 7897.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1260.0, 0.0, 47.1945991516, -122.0029983521, 1560.0, 8285.0, 35.0, 0.0, 0.0]"
449,"[4.0, 2.5, 3200.0, 6691.0, 2.0, 0.0, 0.0, 3.0, 7.0, 3200.0, 0.0, 47.3670005798, -122.03099823, 2610.0, 6510.0, 13.0, 0.0, 0.0]"
450,"[5.0, 4.0, 4100.0, 8120.0, 2.0, 0.0, 0.0, 3.0, 9.0, 4100.0, 0.0, 47.6916999817, -122.0199966431, 4100.0, 7625.0, 3.0, 0.0, 0.0]"
451,"[3.0, 2.0, 1670.0, 8800.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1150.0, 520.0, 47.6096000671, -122.1320037842, 2020.0, 8250.0, 53.0, 0.0, 0.0]"
452,"[4.0, 1.0, 1460.0, 3840.0, 1.5, 0.0, 0.0, 3.0, 8.0, 1340.0, 120.0, 47.533000946, -122.3470001221, 990.0, 4200.0, 87.0, 0.0, 0.0]"
453,"[4.0, 2.5, 3340.0, 34238.0, 1.0, 0.0, 0.0, 4.0, 8.0, 2060.0, 1280.0, 47.7653999329, -122.0759963989, 2400.0, 36590.0, 37.0, 0.0, 0.0]"
454,"[3.0, 2.5, 1420.0, 1438.0, 2.0, 0.0, 0.0, 3.0, 9.0, 1280.0, 140.0, 47.626499176, -122.3229980469, 1490.0, 1439.0, 11.0, 0.0, 0.0]"
455,"[3.0, 2.25, 1190.0, 1022.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1190.0, 0.0, 47.6972007751, -122.3489990234, 1210.0, 1171.0, 17.0, 0.0, 0.0]"
456,"[4.0, 2.5, 2630.0, 5701.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2630.0, 0.0, 47.375, -122.1600036621, 2770.0, 5939.0, 4.0, 0.0, 0.0]"
457,"[3.0, 1.0, 1780.0, 6840.0, 2.0, 0.0, 0.0, 4.0, 6.0, 1780.0, 0.0, 47.7270011902, -122.3000030518, 1410.0, 7200.0, 67.0, 0.0, 0.0]"
458,"[4.0, 1.0, 1750.0, 68841.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.4441986084, -122.0810012817, 1550.0, 32799.0, 72.0, 0.0, 0.0]"
459,"[3.0, 1.75, 1050.0, 7854.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1050.0, 0.0, 47.3011016846, -122.3690032959, 1360.0, 7668.0, 40.0, 0.0, 0.0]"
460,"[3.0, 2.0, 1340.0, 4320.0, 1.0, 0.0, 0.0, 3.0, 5.0, 920.0, 420.0, 47.2989997864, -122.2279968262, 980.0, 6480.0, 102.0, 1.0, 81.0]"
461,"[4.0, 2.5, 2240.0, 5500.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2240.0, 0.0, 47.4959983826, -122.1689987183, 700.0, 5500.0, 1.0, 0.0, 0.0]"
462,"[3.0, 1.75, 1340.0, 10276.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1340.0, 0.0, 47.7206993103, -122.2220001221, 2950.0, 7987.0, 53.0, 0.0, 0.0]"
463,"[3.0, 1.75, 1700.0, 8481.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1700.0, 0.0, 47.262298584, -122.3050003052, 1830.0, 6600.0, 21.0, 0.0, 0.0]"
464,"[2.0, 1.0, 910.0, 6490.0, 1.0, 0.0, 0.0, 3.0, 7.0, 910.0, 0.0, 47.689201355, -122.3059997559, 1040.0, 6490.0, 72.0, 0.0, 0.0]"
465,"[3.0, 2.5, 1660.0, 10763.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1660.0, 0.0, 47.3811988831, -122.0289993286, 2010.0, 7983.0, 20.0, 0.0, 0.0]"
466,"[3.0, 1.5, 1780.0, 16000.0, 1.0, 0.0, 0.0, 2.0, 7.0, 1240.0, 540.0, 47.4189987183, -122.3219985962, 1860.0, 9775.0, 54.0, 0.0, 0.0]"
467,"[4.0, 2.5, 2570.0, 7980.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2570.0, 0.0, 47.6377983093, -122.0650024414, 2760.0, 6866.0, 16.0, 0.0, 0.0]"
468,"[4.0, 2.5, 3200.0, 6691.0, 2.0, 0.0, 0.0, 3.0, 7.0, 3200.0, 0.0, 47.3670005798, -122.03099823, 2610.0, 6510.0, 13.0, 0.0, 0.0]"
469,"[4.0, 2.5, 1890.0, 6962.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1890.0, 0.0, 47.3328018188, -122.18699646, 2170.0, 6803.0, 17.0, 0.0, 0.0]"
470,"[4.0, 2.5, 2590.0, 9530.0, 1.0, 0.0, 0.0, 4.0, 8.0, 1640.0, 950.0, 47.7751998901, -122.2850036621, 2710.0, 10970.0, 36.0, 0.0, 0.0]"
471,"[3.0, 2.5, 1990.0, 4040.0, 1.5, 0.0, 0.0, 5.0, 8.0, 1390.0, 600.0, 47.6866989136, -122.3539962769, 1180.0, 3030.0, 88.0, 0.0, 0.0]"
472,"[4.0, 2.25, 2590.0, 12600.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2590.0, 0.0, 47.5565986633, -122.1620025635, 2620.0, 11050.0, 36.0, 0.0, 0.0]"
473,"[3.0, 2.0, 2330.0, 4950.0, 1.5, 0.0, 0.0, 3.0, 6.0, 1430.0, 900.0, 47.5584983826, -122.2900009155, 1160.0, 5115.0, 114.0, 0.0, 0.0]"
474,"[4.0, 2.5, 3220.0, 38448.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3220.0, 0.0, 47.6853981018, -122.0530014038, 3090.0, 38448.0, 21.0, 0.0, 0.0]"
475,"[2.0, 1.0, 650.0, 5400.0, 1.0, 0.0, 0.0, 3.0, 6.0, 650.0, 0.0, 47.6184997559, -122.2949981689, 1310.0, 4906.0, 64.0, 0.0, 0.0]"
476,"[1.0, 1.0, 900.0, 4368.0, 1.0, 0.0, 0.0, 5.0, 6.0, 900.0, 0.0, 47.2107009888, -121.9899978638, 1290.0, 5000.0, 100.0, 1.0, 35.0]"
477,"[2.0, 1.0, 1080.0, 4000.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1080.0, 0.0, 47.6902008057, -122.3870010376, 1530.0, 4240.0, 75.0, 0.0, 0.0]"
478,"[2.0, 1.75, 2080.0, 8112.0, 1.0, 1.0, 4.0, 4.0, 8.0, 1040.0, 1040.0, 47.7134017944, -122.2770004272, 2030.0, 8408.0, 75.0, 1.0, 45.0]"
479,"[3.0, 2.75, 2200.0, 7000.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1280.0, 920.0, 47.4574012756, -122.1689987183, 1670.0, 7000.0, 37.0, 0.0, 0.0]"
480,"[4.0, 2.75, 2450.0, 15002.0, 1.0, 0.0, 0.0, 5.0, 9.0, 2450.0, 0.0, 47.4267997742, -122.3430023193, 2650.0, 15055.0, 40.0, 0.0, 0.0]"
481,"[4.0, 2.5, 2630.0, 5701.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2630.0, 0.0, 47.375, -122.1600036621, 2770.0, 5939.0, 4.0, 0.0, 0.0]"
482,"[2.0, 1.0, 1070.0, 3000.0, 1.0, 0.0, 0.0, 4.0, 7.0, 870.0, 200.0, 47.682800293, -122.3529968262, 1890.0, 3300.0, 89.0, 0.0, 0.0]"
483,"[3.0, 1.75, 1480.0, 4800.0, 2.0, 0.0, 0.0, 4.0, 7.0, 1140.0, 340.0, 47.6567001343, -122.3970031738, 1810.0, 4800.0, 70.0, 0.0, 0.0]"
484,"[4.0, 2.0, 1580.0, 9600.0, 1.0, 0.0, 0.0, 5.0, 7.0, 1050.0, 530.0, 47.4090995789, -122.31300354, 1710.0, 9600.0, 49.0, 0.0, 0.0]"
485,"[3.0, 2.5, 1760.0, 5390.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1760.0, 0.0, 47.3482017517, -122.0419998169, 2310.0, 5117.0, 0.0, 0.0, 0.0]"
486,"[4.0, 1.0, 1470.0, 18581.0, 1.5, 0.0, 0.0, 3.0, 6.0, 1470.0, 0.0, 47.4336013794, -122.1969985962, 1770.0, 18581.0, 90.0, 0.0, 0.0]"
487,"[1.0, 1.0, 390.0, 2000.0, 1.0, 0.0, 0.0, 4.0, 6.0, 390.0, 0.0, 47.6938018799, -122.3470001221, 1340.0, 5100.0, 95.0, 0.0, 0.0]"
488,"[4.0, 2.5, 2160.0, 5298.0, 2.5, 0.0, 0.0, 4.0, 9.0, 2160.0, 0.0, 47.6105995178, -122.3099975586, 1720.0, 2283.0, 112.0, 0.0, 0.0]"
489,"[2.0, 1.0, 870.0, 7227.0, 1.0, 0.0, 0.0, 3.0, 7.0, 870.0, 0.0, 47.7288017273, -122.3310012817, 1250.0, 7252.0, 66.0, 0.0, 0.0]"
490,"[6.0, 4.5, 3500.0, 8504.0, 2.0, 0.0, 0.0, 3.0, 7.0, 3500.0, 0.0, 47.7349014282, -122.2949981689, 1550.0, 8460.0, 35.0, 0.0, 0.0]"
491,"[3.0, 1.75, 1530.0, 7245.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1530.0, 0.0, 47.7309989929, -122.1910018921, 1530.0, 7490.0, 31.0, 0.0, 0.0]"
492,"[2.0, 2.25, 1660.0, 2128.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1660.0, 0.0, 47.7527999878, -122.2519989014, 1640.0, 2128.0, 41.0, 0.0, 0.0]"
493,"[3.0, 2.0, 1670.0, 8800.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1150.0, 520.0, 47.6096000671, -122.1320037842, 2020.0, 8250.0, 53.0, 0.0, 0.0]"
494,"[2.0, 1.75, 2260.0, 280962.0, 2.0, 0.0, 2.0, 3.0, 9.0, 1890.0, 370.0, 47.6358985901, -121.9400024414, 2860.0, 219542.0, 9.0, 0.0, 0.0]"
495,"[4.0, 2.5, 1980.0, 5909.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1980.0, 0.0, 47.3913002014, -122.1849975586, 2550.0, 5487.0, 11.0, 0.0, 0.0]"
496,"[4.0, 1.0, 1460.0, 3840.0, 1.5, 0.0, 0.0, 3.0, 8.0, 1340.0, 120.0, 47.533000946, -122.3470001221, 990.0, 4200.0, 87.0, 0.0, 0.0]"
497,"[5.0, 2.75, 2980.0, 9838.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1710.0, 1270.0, 47.3806991577, -122.2220001221, 2240.0, 9838.0, 47.0, 0.0, 0.0]"
498,"[4.0, 3.25, 2050.0, 5000.0, 2.0, 0.0, 0.0, 4.0, 8.0, 1370.0, 680.0, 47.623500824, -122.297996521, 1720.0, 5000.0, 27.0, 0.0, 0.0]"
499,"[3.0, 2.25, 2510.0, 12013.0, 2.0, 0.0, 0.0, 3.0, 8.0, 2510.0, 0.0, 47.3473014832, -122.3140029907, 1870.0, 8017.0, 27.0, 0.0, 0.0]"
500,"[5.0, 3.5, 4200.0, 5400.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3140.0, 1060.0, 47.707698822, -122.1200027466, 3300.0, 5564.0, 2.0, 0.0, 0.0]"
501,"[5.0, 1.75, 2180.0, 9178.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1140.0, 1040.0, 47.4364013672, -122.2799987793, 2140.0, 9261.0, 51.0, 0.0, 0.0]"
502,"[4.0, 2.5, 3340.0, 34238.0, 1.0, 0.0, 0.0, 4.0, 8.0, 2060.0, 1280.0, 47.7653999329, -122.0759963989, 2400.0, 36590.0, 37.0, 0.0, 0.0]"
503,"[4.0, 2.75, 2620.0, 13777.0, 1.5, 0.0, 2.0, 4.0, 9.0, 1720.0, 900.0, 47.5800018311, -122.2850036621, 3530.0, 9287.0, 88.0, 0.0, 0.0]"
504,"[3.0, 2.5, 1520.0, 4170.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1520.0, 0.0, 47.3842010498, -122.0400009155, 1560.0, 4237.0, 10.0, 0.0, 0.0]"
505,"[5.0, 2.75, 3600.0, 9437.0, 2.0, 0.0, 0.0, 3.0, 9.0, 3600.0, 0.0, 47.4822006226, -122.1309967041, 3550.0, 9421.0, 0.0, 0.0, 0.0]"
506,"[2.0, 1.0, 800.0, 1200.0, 2.0, 0.0, 0.0, 3.0, 7.0, 800.0, 0.0, 47.6968994141, -122.3470001221, 806.0, 1200.0, 15.0, 0.0, 0.0]"
507,"[2.0, 1.0, 870.0, 7227.0, 1.0, 0.0, 0.0, 3.0, 7.0, 870.0, 0.0, 47.7288017273, -122.3310012817, 1250.0, 7252.0, 66.0, 0.0, 0.0]"
508,"[3.0, 2.25, 1180.0, 14258.0, 2.0, 0.0, 0.0, 3.0, 7.0, 1180.0, 0.0, 47.7112007141, -122.2379989624, 1860.0, 10390.0, 27.0, 0.0, 0.0]"
509,"[3.0, 2.75, 3860.0, 12786.0, 2.0, 0.0, 0.0, 4.0, 10.0, 3860.0, 0.0, 47.5489997864, -122.1409988403, 2820.0, 14636.0, 30.0, 0.0, 0.0]"
510,"[4.0, 2.5, 1710.0, 5000.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1110.0, 600.0, 47.6772003174, -122.2850036621, 1750.0, 5304.0, 36.0, 0.0, 0.0]"
511,"[4.0, 2.5, 2810.0, 6481.0, 2.0, 0.0, 0.0, 3.0, 9.0, 2810.0, 0.0, 47.3330001831, -122.1719970703, 2660.0, 6958.0, 17.0, 0.0, 0.0]"
512,"[4.0, 2.25, 3310.0, 8540.0, 1.0, 0.0, 4.0, 4.0, 9.0, 1660.0, 1650.0, 47.5602989197, -122.1579971313, 3450.0, 9566.0, 41.0, 0.0, 0.0]"
513,"[3.0, 1.75, 1630.0, 15600.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1630.0, 0.0, 47.6800003052, -122.1650009155, 1830.0, 10850.0, 56.0, 0.0, 0.0]"
514,"[3.0, 2.25, 1590.0, 11745.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1090.0, 500.0, 47.3553009033, -122.2799987793, 1540.0, 12530.0, 36.0, 0.0, 0.0]"
515,"[4.0, 3.25, 4240.0, 25639.0, 2.0, 0.0, 3.0, 3.0, 10.0, 3550.0, 690.0, 47.3241004944, -122.3779983521, 3590.0, 24967.0, 25.0, 0.0, 0.0]"
516,"[2.0, 1.0, 1120.0, 9912.0, 1.0, 0.0, 0.0, 4.0, 6.0, 1120.0, 0.0, 47.373500824, -122.4300003052, 1540.0, 9750.0, 34.0, 0.0, 0.0]"
517,"[3.0, 2.5, 2460.0, 4399.0, 2.0, 0.0, 0.0, 3.0, 7.0, 2460.0, 0.0, 47.5415000916, -121.8840026855, 2060.0, 4399.0, 7.0, 0.0, 0.0]"
518,"[4.0, 3.25, 5180.0, 19850.0, 2.0, 0.0, 3.0, 3.0, 12.0, 3540.0, 1640.0, 47.5620002747, -122.1620025635, 3160.0, 9750.0, 9.0, 0.0, 0.0]"
519,"[4.0, 2.5, 3430.0, 35120.0, 2.0, 0.0, 0.0, 3.0, 10.0, 3430.0, 0.0, 47.648399353, -122.1819992065, 3920.0, 35230.0, 31.0, 0.0, 0.0]"
520,"[3.0, 2.25, 1470.0, 1703.0, 2.0, 0.0, 0.0, 3.0, 8.0, 1470.0, 0.0, 47.5477981567, -121.9990005493, 1380.0, 1107.0, 9.0, 0.0, 0.0]"
521,"[3.0, 1.75, 1360.0, 18123.0, 1.0, 0.0, 0.0, 3.0, 8.0, 1360.0, 0.0, 47.4715995789, -121.7559967041, 1570.0, 16817.0, 31.0, 0.0, 0.0]"
522,"[2.0, 1.5, 901.0, 1245.0, 3.0, 0.0, 0.0, 3.0, 7.0, 901.0, 0.0, 47.6773986816, -122.3249969482, 1138.0, 1137.0, 13.0, 0.0, 0.0]"
523,"[4.0, 1.0, 1750.0, 68841.0, 1.0, 0.0, 0.0, 3.0, 7.0, 1750.0, 0.0, 47.4441986084, -122.0810012817, 1550.0, 32799.0, 72.0, 0.0, 0.0]"
524,"[3.0, 1.75, 1650.0, 1180.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1650.0, 0.0, 47.6636009216, -122.3190002441, 1720.0, 1960.0, 0.0, 0.0, 0.0]"
525,"[3.0, 1.5, 1430.0, 9600.0, 1.0, 0.0, 0.0, 4.0, 7.0, 1430.0, 0.0, 47.4737014771, -122.1500015259, 1590.0, 10240.0, 48.0, 0.0, 0.0]"
526,"[3.0, 2.25, 1700.0, 1481.0, 3.0, 0.0, 0.0, 3.0, 8.0, 1700.0, 0.0, 47.6598014832, -122.3489990234, 1560.0, 1350.0, 12.0, 0.0, 0.0]"
527,"[3.0, 2.0, 1280.0, 960.0, 2.0, 0.0, 0.0, 3.0, 9.0, 1040.0, 240.0, 47.6020011902, -122.3109970093, 1280.0, 1173.0, 0.0, 0.0, 0.0]"
